	US82800149_251976012849	US82800149_251976012848	US82800149_251976012847	US82800149_251976012843	US82800149_251976012845	US82800149_251976012844	US82800149_251976012850	US82800149_251976012851	US82800149_251976012852	US82800149_251976012853	US82800149_251976012932	US82800149_251976012931	US82800149_251976012930	US82800149_251976012841	US82800149_251976012846	US82800149_251976012929
MGC14376	0.447666666666667	2.6201666666666696	2.19766666666667	2.47983333333333	1.3530000000000002	1.38633333333333	2.61033333333333	2.46866666666667	2.00066666666667	1.63183333333333	2.15183333333333	1.59883333333333	1.37483333333333	0.219166666666667	1.1588333333333301	2.41633333333333
NLGN2	-1.9625	-0.44433333333333291	-1.55433333333333	-1.40033333333333	-0.65616666666666701	-0.794	-1.226	-0.918	-0.375	-1.5486	-0.6662	-0.706833333333333	-0.8212	-1.1225	-1.4541666666666699	-1.9818
HBP1	0.721	0.97333333333333294	1.666	1.48916666666667	0.34749999999999998	0.9035	0.714	0.00183333333333332	-0.563833333333333	1.08466666666667	2.07633333333333	-0.200833333333334	-0.0635	0.922333333333333	0.35866666666666708	1.41533333333333
NLGN3	-0.384666666666667	0.18049999999999999	-0.629833333333333	-1.31616666666667	-0.18716666666666698	0.2995	0.6524	-0.9595	-0.0045	0.243333333333333	0.6922	0.612333333333333	-1.38233333333333	-0.6735	-0.64483333333333304	0.106166666666667
IMPACT	1.4085	0.42200000000000004	0.8825	0.420625	-0.018000000000000002	0.2485	1.119375	0.275375	-0.34025	0.79625	0.305625	0.27525	0.454	0.425	0.031125	1.811625
DRG2	-0.88125	-0.66025	-0.99725	-0.38075	0.28525	-0.016	-1.07225	0.0455	0.0165	-0.1535	-1.18325	-0.48225	-0.52975	-0.45525	-1.2805	-0.84725
DRG1	-0.1855	-0.97124999999999995	-0.48775	-0.34675	-0.40150000000000002	-0.578	-0.2075	-1.00225	-1.8	0.1485	-0.45775	-0.965	-0.96075	0.0505	-0.26750000000000002	-0.521
LOC91461	0.9965	-1.0555000000000001	-1.64875	-0.25025	0.22225	0.5005	-2.21825	0.318	0.62	-2.34625	-2.39925	1.5285	-1.1185	2.793	-0.52900000000000003	-0.9805
CASQ1	0.43225	-0.12825	0.25025	0.10625	0.58525000000000005	0.1775	0.71225	0.4905	0.176	0.505	0.798	0.238	0.1555	0.4805	0.45824999999999999	-1.29825
PHACTR3	3.94975	4.3660000000000005	0.764	0.36775	-0.30199999999999999	-1.16475	3.83325	1.13625	1.5785	0.491	-1.0535	0.18625	-0.787	5.32475	5.2220000000000004	-0.03625
ZNF205	-0.577166666666667	-0.3135	-0.882	-0.614333333333333	1.1688333333333301	-0.349333333333333	-0.602166666666667	0.0525	-0.0411666666666667	-0.2645	0.7985	-0.6685	-0.935666666666667	-0.676333333333333	-0.60916666666666697	-1.27216666666667
CASQ2	1.23333333333333	0.23066666666666696	1.127	0.5175	0.19016666666666698	0.0235	0.664666666666667	-0.58625	-0.265333333333333	1.82833333333333	-0.0501666666666666	1.4286	-0.1485	0.792333333333333	0.20433333333333303	0.971833333333333
CFHR5	0.442166666666667	0.31383333333333302	0.793333333333333	0.9655	0.16166666666666699	0.3115	1.21583333333333	0.77525	1.0798	-0.34825	1.23475	1.3848	1.4712	0.442333333333333	0.17366666666666697	0.905
RPSAP15	0.0445	-0.12175	-1.09	0.35575	-0.42549999999999999	-0.51975	0.81525	-0.08925	-0.98725	-0.1905	-1.16675	-0.39625	-0.203	0.19325	-0.85724999999999996	-0.2095
EVC2	-0.228	0.20300000000000001	0.22825	-0.6525	1.08325	2.43025	-2.0445	0.00949999999999998	2.8805	0.2805	0.259666666666667	-0.701333333333333	0.764666666666667	2.787	0.13200000000000001	-1.48075
KRTHB5	0.531	0.032000000000000001	1.7255	1.27875	0.026000000000000002	-0.40925	0.2005	2.23575	0.1545	0.1745	1.79425	1.504	2.1465	-0.0985	0.82574999999999998	1.66075
AURKB	-2.29033333333333	-2.9063333333333303	-2.84583333333333	-2.571	-1.2731666666666699	-3.08266666666667	-1.60066666666667	-2.85333333333333	-3.049	-2.78483333333333	-2.268	-2.1012	-2.5096	-2.673	-2.6710000000000003	-3.24916666666667
AURKC	-1.04233333333333	-0.26800000000000002	-1.23533333333333	-2.29166666666667	-1.06416666666667	-0.791833333333333	-0.704666666666667	-0.8242	-1.8545	-0.519	-0.887833333333333	-0.275666666666667	-1.14	-1.2505	-1.8018333333333301	-1.97283333333333
AP1B1	-2.206	-0.70516666666666705	-2.1705	-1.18616666666667	-0.055333333333333297	0.230166666666667	-1.19083333333333	-0.421	-1.30216666666667	-0.0513333333333333	-1.2165	-1.3552	-2.34466666666667	-0.559666666666667	-2.06483333333333	-2.1695
SOX18	-0.71825	-0.56299999999999994	-1.8555	-1.7195	1.0242500000000001	-1.1035	-1.672	-1.218	-1.36925	-0.787	-0.6865	-1.41275	-1.97825	-1.94375	-1.9152499999999999	-2.00075
OR5H1	0.61375	-0.014749999999999999	0.70475	0.752	0.41149999999999998	0.3	-0.384	0.437	-0.111	0.5455	-1.3155	0.41475	0.371	0.87225	0.67825000000000002	-1.98
RNF123	-1.23616666666667	-0.498	-1.2715	-0.544166666666667	-0.12516666666666701	-0.201666666666667	-0.499	-0.427666666666667	-0.484833333333333	-0.796	-0.9166	-1.01266666666667	-0.7732	-0.0161666666666667	-0.92516666666666703	-1.98416666666667
GNPTG	1.541	0.73450000000000004	0.033	1.01925	0.81925000000000003	1.1205	0.314	1.65875	1.34525	0.8305	-0.29225	1.6785	0.88	1.1565	-0.48649999999999999	1.0945
CDC42EP3	0.52475	0.52024999999999999	0.57725	0.57475	-0.0385	0.991625	-1.0895	0.717125	1.265875	0.60725	0.70375	1.530875	1.190375	0.266875	1.7565	1.330375
KIAA0020	-1.453	-0.35949999999999999	-1.02933333333333	-0.775	-0.92200000000000004	-0.811	0.288	-1.04633333333333	-0.424666666666667	-0.434	-0.965	-0.969	-0.557166666666667	-0.966833333333333	-1.23983333333333	-0.343166666666667
CDC42EP1	0.106875	-0.50375000000000003	-0.5665	-0.158875	0.45924999999999999	-0.297875	-0.106125	0.09925	-0.1915	-0.380375	1.032875	-0.14325	-1.45571428571429	-0.144625	-0.451125	-0.387375
TXLNB	2.61216666666667	-0.70816666666666706	0.000333333333333315	1.9805	-0.24183333333333301	1.1725	-1.2598	1.23466666666667	0.6282	-0.475833333333333	-0.335	0.776833333333333	-0.0274999999999999	-1.9018	-0.35200000000000004	1.3405
CDC42EP5	-0.705	-1.0818333333333301	-2.817	-2.61816666666667	1.3401666666666701	-0.272333333333333	-1.6865	-1.89283333333333	-1.48516666666667	-0.211333333333333	-1.84366666666667	-2.829	-2.5488	-1.2405	-2.141	-3.07433333333333
CDC42EP4	0.8764	-1.0550999999999999	-1.1115	0.4691	0.47510000000000002	0.9337	0.2945	0.4284	0.2728	-0.1527	-2.0094	-0.2551	0.138	1.1672	-0.31309999999999999	-0.3151
HRASLS5	0.879833333333333	0.17499999999999999	1.8145	1.1545	1.5781666666666698	1.86566666666667	-0.2245	1.49166666666667	1.33133333333333	0.4385	2.18733333333333	1.16333333333333	1.53966666666667	0.221333333333333	1.01583333333333	0.878666666666667
FAM92B	2.47325	0.48449999999999999	1.76375	-0.1325	-0.37475000000000003	1.11025	-1.431	1.84075	-0.0112500000000001	0.4045	-0.11925	0.0643333333333335	0.088	2.6415	0.85375000000000001	-0.414
TCP11	-0.373	0.34949999999999998	0.23075	1.40525	0.47700000000000004	0.85725	1.22025	-0.026	0.071	0.01525	-0.21575	0.273	-0.26	1.26325	0.36325000000000002	-0.9895
HRASLS3	0.675833333333333	4.0236666666666698	4.90333333333333	3.64316666666667	1.8568333333333302	3.53783333333333	-2.71333333333333	3.243	4.7145	3.19683333333333	4.03	3.94483333333333	4.02183333333333	2.68216666666667	3.1775000000000002	2.9715
GPRC6A	0.5465	0.019	-0.035	0.636	0.42299999999999999	0.072	-1.2725	-1.1895	0.1875	-1.12	2.108	null	2.5	-1.288	-0.83450000000000002	4.754
TBKBP1	0.521666666666667	-0.0025000000000000001	-0.322833333333333	-0.301666666666667	0.55133333333333301	-0.153	-0.0511666666666667	0.466666666666667	0.295166666666667	0.3155	1.197	0.9564	-0.00483333333333337	-0.537333333333333	-0.0156666666666667	-0.1492
RAB36	0.7135	1.4750000000000001	1.754	1.9155	0.97599999999999998	2.7485	0.121	2.9555	3.749	2.2005	1.977	3.2215	2.73	2.5885	2.9975000000000001	1.968
RNF122	1.76075	-0.28100000000000003	0.67825	2.2465	0.81799999999999995	1.274	1.98875	2.6535	2.6085	2.25625	0.84175	3.14025	1.42125	1.762	1.1775	3.21825
WFIKKN2	-0.615	0.8175	1.44825	0.35125	0.5675	0.827	0.079	0.58325	0.37925	0.2955	0.921	-0.260666666666667	0.487	0.81875	0.11025	0.739
WFIKKN1	-1.244	-2.6189999999999998	-2.091	-2.271	-0.97099999999999997	-1.6515	-1.1465	-2.37	-0.425	-0.6525	-2.045	-5.667	-3.7865	-2.582	-2.8504999999999998	-1.86
TMEM146	1.28825	0.47449999999999998	0.2685	0.551333333333333	0.071499999999999994	-0.266	0.474	2.47925	0.197333333333333	0.07325	0.8665	-0.07125	-1.23925	1.05975	-0.12525	-0.32225
FEZ1	0.39975	-1.9107499999999999	-1.01325	-2.50925	-1.58725	-2.53975	-1.77225	-2.3415	-2.581	-1.434	-3.182	-2.46375	-1.819	-0.28525	-0.32624999999999998	-1.24333333333333
ABI3	2.437	1.71075	3.2795	1.4215	2.1677499999999998	2.7805	1.16925	1.8635	1.513	4.25025	2.29625	-0.207	0.80425	-0.08	3.2817500000000002	1.89425
FEZ2	0.165	0.73616666666666697	0.411666666666667	0.0576666666666667	-0.59799999999999998	0.335	0.1144	-0.4186	-0.61	0.481	0.459833333333333	0.400833333333333	0.4234	-0.0928333333333333	0.34816666666666701	0.578666666666667
PSCDBP	0.20425	0.753	2.33575	0.211	0.99750000000000005	1.06	-1.221	1.41725	-0.6675	2.867	1.47025	-0.90775	-0.0972500000000001	-2.797	1.746	1.403
TESC	-1.87525	0.95850000000000002	-0.8025	0.97825	0.73175000000000001	1.29225	2.32525	2.0375	2.25625	-1.505	0.36775	1.48975	0.37125	2.6565	2.05775	-1.131
TMEM144	4.2365	-0.10375	1.909	2.5015	0.87050000000000005	1.65875	1.032	1.08575	-0.34725	2.7715	1.2075	0.11625	-0.00749999999999999	1.91775	1.18425	2.39925
OTP	-0.891	0.25224999999999997	0.304	0.57025	-0.045249999999999999	-0.1215	0.0625	0.6985	-0.07075	-0.0165	0.71625	1.3385	-0.21475	0.25025	0.59899999999999998	-0.756333333333333
TMEM143	0.1075	0.34575	0.13975	0.65575	0.33925	0.26225	-0.3365	0.296	0.92175	0.64975	0.57575	-0.17275	0.7945	0.41575	0.24675	-1.1685
STGC3	-1.9255	-0.021749999999999999	-1.99625	-2.179	-1.2702500000000001	-2.1275	-1.967	-1.6655	-1.69975	-0.8125	-1.04025	-1.66233333333333	-1.97175	-1.19175	-1.62225	-0.43025
GPI	-1.12575	-0.640625	-1.74575	-1.016375	-0.38850000000000001	-0.575125	-1.597375	-0.55225	-0.513875	-0.389625	-2.045	-0.833625	-0.5085	-1.264625	-0.76624999999999999	-0.8455
PTCHD2	0.587	0.065500000000000003	-0.8335	0.4565	0.30299999999999999	-0.7365	-0.402	0.9845	-0.41	-0.022	1.018	1.819	-0.485	-0.00799999999999998	-0.318	0.7465
MTBP	-0.43325	-0.65149999999999997	-2.06575	-2.03825	-2.2672500000000002	-2.425	-0.96975	-2.82375	-2.3195	-1.96575	-2.46	-0.994	-3.00733333333333	-1.83925	-1.714	-1.13233333333333
KRT38	1.28333333333333	0.27625	1.00966666666667	1.0205	0.45399999999999996	1.1095	1.53125	0.559	0.395333333333333	1.189	0.8575	-1.71066666666667	-0.117333333333333	0.122333333333333	0.918333333333333	0.82675
ACADVL	-1.1915	-0.10050000000000001	-1.54633333333333	0.289333333333333	0.61450000000000005	0.919	-0.958666666666667	1.1135	1.21483333333333	0.366666666666667	-1.0095	0.661333333333333	0.599666666666667	0.00066666666666667	-1.06816666666667	-0.560666666666667
RAB4B	-0.3743	-0.2903	-1.2836	-0.7043	0.1002	-0.068	-0.2879	-0.4171	-0.5395	0.1551	-1.2205	-2.0382	-1.432625	-0.1686	-1.2926	-1.1106
PTCHD1	-1.23775	-0.82587500000000003	-2.74275	-2.308875	-1.996375	-2.60475	4.672875	-0.930625	-1.394	-1.547125	-0.624142857142857	0.1145	-0.372125	-2.68657142857143	1.8291249999999999	-1.4386
RAB4A	0.6075	0.1716	1.1541	0.1895	-0.021499999999999998	0.3838	0.9208	-0.3288	-1.1361	0.4949	0.5929	-0.4749	0.1856	-0.0403	0.84009999999999996	0.5739
SOX14	0.929	0.53299999999999992	-0.187	-0.4555	0.22899999999999998	-0.4325	-0.096	-0.367	0.013	0.0495	0.885	1.731	2.992	-2.085	0.11650000000000001	2.2
RP13-122B23.3	-1.642	-1.5490000000000002	-2.2995	-1.6055	-0.70299999999999996	-0.777333333333333	-2.03716666666667	-1.34016666666667	-0.943166666666667	-1.28166666666667	-2.5772	-1.55133333333333	-1.8995	-1.253	-1.9438333333333302	-2.571
MUS81	-0.847916666666667	-0.85491666666666699	-0.778	-0.837166666666667	-0.38708333333333289	-0.515083333333333	-0.89575	-0.602333333333333	-0.125833333333333	-0.544166666666667	-0.897	-0.769083333333333	-1.36075	-0.245333333333333	-0.78683333333333294	-1.192
KRT34	0.576	-0.95225000000000004	0.20825	0.31125	-0.060249999999999998	-1.2065	0.337	-0.85475	-0.2285	-0.837	-0.572	0.868333333333333	0.445	-1.55325	-0.40299999999999997	-2.023
KRT37	-0.8475	-0.58550000000000002	-0.3925	-1.5975	-1.161	-1.418	-1.655	-0.4405	-1.1395	-1.1075	-0.238	0.314	-0.578	-2.4855	-1.4380000000000002	-0.929
KRT36	-0.8455	0.73050000000000004	0.0555	-1.158	0.057000000000000002	0.97	0.242	0.1515	0.018	-0.626	1.067	0.6855	-0.187	-0.21	0.17749999999999999	1.989
IL21	0.304	1.248	0.07	0.0475	-0.058500000000000003	0.226	-0.1235	-0.202	0.922	-0.1305	0.4	1.469	0.7555	0.076	-0.10150000000000001	0.905
CHN2	0.083	0.48399999999999999	1.571	2.017	0.47349999999999998	1.2975	-0.3575	0.780333333333333	0.806	0.156666666666667	-0.273	1.457	1.9714	0.397333333333333	0.53683333333333294	1.53733333333333
CHN1	-0.19775	1.011625	1.070125	-0.539125	-1.1499999999999999	-0.884375	-0.043875	-0.40825	-1.165625	-0.314	-0.18475	0.86675	0.9875	1.80075	0.76237500000000002	0.556714285714286
AOC2	0.36325	0.61950000000000005	0.326	0.69825	-0.088749999999999996	-0.184	0.607	-0.75625	0.2345	-0.214	1.47025	0.50575	0.02	-0.077	0.079250000000000001	1.1405
IL25	0.9925	-0.081000000000000003	0.1455	-0.4245	0.1825	-0.047	0.0415	0.419	-0.182	0.3745	1.731	1.337	12.858	0.058	0.33500000000000002	1.658
IL24	-0.699166666666667	0.21049999999999999	-0.328272727272727	-1.15963636363636	-0.273166666666667	0.152166666666667	-0.202083333333333	0.101909090909091	-0.189166666666667	0.22475	-0.647222222222222	0.433	0.426875	-0.580727272727273	-0.39416666666666711	0.133222222222222
IL27	1.643	-0.73350000000000004	1.415	1.629	0.1225	-2.194	2.4845	-2.1375	1.3625	0.175	1.118	0.028	-0.7685	-1.152	-0.070499999999999993	0.9745
IL26	1.137	0.502	0.828	1.396	-0.26050000000000001	1.343	1.396	1.6315	1.019	0.7855	2.8045	2.8415	2.458	0.317	1.077	1.785
IL29	0.0103333333333333	0.67474999999999996	-0.889	0.00700000000000001	-0.33399999999999996	-0.4165	0.63475	-0.469	0.267	0.618	-0.435666666666667	-0.3415	-0.286333333333333	-0.543333333333333	0.22975000000000001	0.209
TIMP3	-0.960833333333333	-0.21408333333333301	-0.94075	-0.728583333333333	-0.89049999999999996	-0.513333333333333	0.126	0.23375	-0.0594999999999999	0.805416666666667	-0.645363636363636	0.03825	-0.300727272727273	2.14133333333333	-1.0985	0.585166666666667
CAV2	2.341125	2.5916250000000001	2.11625	1.8145	1.22525	2.432125	-0.353875	0.278	-1.14075	2.29725	0.63725	-0.39575	1.776125	0.078	2.6268750000000001	1.548625
CAV3	-1.04314285714286	-0.11890000000000001	-0.7495	-0.960875	-0.79620000000000002	-0.8606	-0.5921	-0.7586	-1.0183	-0.0938888888888889	0.0894	0.503666666666666	-1.0601	-0.8477	-0.34299999999999997	-1.161625
AXL	-3.07628571428571	0.18787499999999999	-0.616	-0.9885	-0.58712500000000001	0.31925	-2.239	-0.85625	-0.723	-0.655125	-0.98875	-2.001375	-0.362125	-1.82325	-0.37412499999999999	0.015
TIMP2	0.765	-0.38774999999999998	0.7135	-0.5145	0.309	0.32775	-2.3175	0.26275	-0.1865	-0.16625	-0.0535	-0.00625	-0.813	-2.107	-1.06125	-0.0705
TIMP1	-0.276666666666667	0.3658333333333329	0.811166666666667	-1.29633333333333	0.42166666666666708	0.524	-1.0685	0.717666666666667	0.557166666666667	-0.156833333333333	-0.785166666666667	-0.394166666666667	-0.4695	0.815666666666667	0.39750000000000002	-0.565166666666667
IL12RB1	0.34625	-0.024750000000000001	0.47775	0.57875	0.25224999999999997	0.46375	0.24625	0.086	0.23875	1.2345	-0.27725	-0.995	0.307333333333333	0.41175	0.13675000000000001	0.00599999999999998
IL12RB2	0.97125	1.28325	5.4555	2.546	2.508	4.63375	-1.06	1.51625	4.4625	0.72525	4.7665	1.146	0.065	-2.00125	0.91449999999999998	1.45525
KRTAP15-1	0.51	0.16450000000000001	-0.00900000000000001	-0.124	0.46850000000000003	-0.563	0.7415	-0.053	0.036	-0.0825	-0.197	0.048	0.4775	-0.6955	-0.3085	0.6545
ATP6AP2	-0.46275	1.2264999999999999	1.667	-0.736	-0.41849999999999998	-0.2195	0.138	-0.3365	-1.305	-0.336	0.955	-0.27475	-0.57025	0.31375	0.56925000000000003	0.7655
OR4K13	-1.914	0.28100000000000003	0.4825	1.057	-0.41549999999999998	0.3915	-0.412	-0.398	-0.1565	0.213	1.769	0.2215	1.862	0.3715	0.161	null
EFTUD1	-1.72675	-0.62975000000000003	-0.78225	-0.13125	-0.29225000000000001	-0.1995	0.0725	-0.6075	-0.7145	-0.236	-0.971	-0.37775	-0.37275	-0.39875	0.13175000000000001	-0.0505
ENSA	-0.088	-1.2055	-1.268	-0.54525	-0.65525	-0.756	0.07275	-0.73625	-1.11375	0.03325	-1.14	-1.55875	-4.1695	-0.51	-1.0425	-1.2645
NTF5	2.4555	-0.46325	-0.67725	-1.521	-1.71225	-2.44125	2.0965	-0.82625	-2.063	-1.75325	-0.81	-0.756666666666667	-3.34766666666667	-2.06775	0.49975000000000003	-3.174
CLINT1	3.16983333333333	-0.096999999999999989	-0.0178333333333333	1.4385	0.40383333333333293	0.642166666666667	1.48383333333333	0.913666666666667	-0.409166666666667	1.15616666666667	1.17016666666667	1.37266666666667	1.46283333333333	0.7675	-0.116166666666667	2.03083333333333
ZNF202	-0.569	-0.69200000000000006	-0.9155	-0.346	-0.48249999999999998	0.2325	-0.5145	-0.556	0.1085	-0.4585	-0.504	-1.0005	0.2105	0.686	-0.083500000000000005	-1.125
BRCA1	-0.531666666666667	-1.86958333333333	-2.15541666666667	-1.70291666666667	-0.97916666666666696	-1.78275	-1.26216666666667	-1.86283333333333	-2.27433333333333	-1.8765	-1.50316666666667	-1.36890909090909	-1.44836363636364	-2.38908333333333	-1.77	-1.59616666666667
BRCA2	-1.7415	-3.0227499999999998	-2.1755	-2.95975	-1.7482500000000001	-3.819	-2.60875	-2.5395	-3.4755	-3.25675	-1.832	-2.205	-1.119	-3.8135	-2.1265000000000001	-2.456
LILRA3	-0.1905	0.49049999999999999	0.9665	0.985	0.79349999999999998	1.6825	1	0.953	0.006	0.9565	1.2225	1.7585	2.4665	-0.593	0.63449999999999995	1.5845
SLC22A7	-0.0418999999999999	0.40539999999999998	-0.104	1.6302	0.071300000000000002	0.333333333333333	0.119222222222222	0.137	-0.0269	1.4206	0.0267777777777778	1.18828571428571	-0.203222222222222	-0.3335	-0.26040000000000002	0.814125
OR4N2	0.6225	0.23899999999999999	0.7135	0.637	0.97299999999999998	0.5405	0.877	0.1015	0.6725	1.1245	1.4415	-1.4465	0.9945	0.508	0.84750000000000003	-0.0615
HDGF2	-1.94775	-1.1952499999999999	-2.67275	-1.3925	-0.32874999999999999	-0.22875	-1.36775	-1.70575	-0.276	-0.952	-1.8475	-1.84375	-2.7765	0.1065	-2.1604999999999999	-2.309
OR4N4	-0.509125	0.15212500000000001	-0.102375	-0.286571428571429	-0.032250000000000001	0.217	1.67425	0.298	-0.190666666666667	-0.315375	1.101375	0.372333333333333	0.8605	0.05875	-0.104375	-0.827285714285714
OR4N5	-0.2725	0.33299999999999996	0.215	1.768	-0.069000000000000006	-0.322	1.371	0.756	1.3925	1.4955	1.326	2.0965	1.539	0.2075	1.7150000000000001	1.653
FLJ22374	0.299	-0.48999999999999999	-0.0325	-0.22075	-0.128	-0.60875	0.6335	-0.37425	-1.50075	-0.8035	-2.18933333333333	-0.3715	-1.56366666666667	-0.74975	-0.39774999999999999	-2.425
CYP24A1	-0.8504	-1.1515	-0.2209	-1.1939	-1.3785000000000001	-3.3586	5.4147	-1.44855555555556	1.6954	-2.0118	-0.8318	3.0335	-1.58025	-3.1955	1.4516	2.55
TRSPAP1	-0.0546666666666667	0.084500000000000006	1.20358333333333	0.22725	0.036166666666666701	0.0241666666666667	0.382416666666667	-0.03425	0.149666666666667	0.859166666666667	0.963416666666667	0.32825	-0.664727272727273	0.178416666666667	0.14333333333333301	0.5675
ACOT9	-0.3885	0.25466666666666699	0.974	-0.631833333333333	-0.39316666666666711	-0.234666666666667	-0.817333333333333	-0.554333333333333	-0.358833333333333	-0.946333333333333	-0.288333333333333	-0.924	-0.802166666666667	-0.438833333333333	0.14933333333333301	-0.0698333333333333
ACOT6	-0.50525	1.48475	1.94525	2.3275	0.83825000000000005	0.8585	-0.511	1.0035	0.60575	0.365	1.007	0.0375	0.78025	0.11425	0.53225	1.17425
ACOT7	-2.07425	-1.3242499999999999	-3.09275	-2.3895	-1.0001249999999999	-2.192375	-1.750375	-2.779625	-2.60675	1.59225	-3.638875	-1.77925	-2.97975	-2.476625	-2.1436250000000001	-2.58375
ACOT4	0.5825	0.14324999999999999	1.46825	2.1415	-0.46525	-0.81975	-0.244	0.244	-1.805	2.109	0.4795	-0.41725	-0.413	0.15725	-0.51300000000000001	1.18775
ACOT2	-0.703333333333333	-0.7390000000000001	0.414666666666667	1.14333333333333	0.20399999999999999	0.361666666666667	-0.176333333333333	0.4935	-1.0195	0.171833333333333	-0.369	-0.206166666666667	-0.973166666666667	-0.335	-1.3774999999999999	0.214333333333333
ADCY4	2.25983333333333	1.10083333333333	2.71733333333333	2.10883333333333	1.7216666666666698	2.782	2.75033333333333	2.292	2.43566666666667	4.12116666666667	0.896333333333333	1.0965	0.25725	2.07333333333333	2.9610000000000003	1.88483333333333
ADCY5	0.32525	-0.091374999999999998	-1.2055	-0.327	-0.052249999999999998	0.109125	-0.24575	-0.267714285714286	0.92575	0.683	-0.1385	-0.51175	-1.233625	3.781125	-0.84937499999999999	-1.10325
ADCY6	0.0253333333333333	-0.44633333333333292	-0.913666666666667	0.322	0.0395	0.537	-0.966833333333333	0.755	0.619333333333333	-0.234666666666667	-1.12166666666667	-0.219666666666667	-1.1482	0.332333333333333	-0.059833333333333301	-0.8204
RBBP8	-0.32375	-0.051249999999999997	-0.75	-0.48675	-0.80000000000000004	-1.266	-0.655	-1.562	-0.38125	-0.86075	-0.44475	-0.146	0.345666666666667	0.5985	-1.2422500000000001	0.24925
ADCY1	0.331166666666667	0.042000000000000003	-0.509666666666667	0.2618	-0.33650000000000002	-0.4775	0.388	0.024	-0.089	0.0753333333333333	0.401	-2.05675	-0.9096	0.0876666666666667	0.21866666666666698	-0.353666666666667
ADCY2	1.0816	1.13116666666667	0.949666666666667	2.9574	0.89466666666666705	2.64083333333333	-1.06916666666667	1.9886	2.06833333333333	-1.04066666666667	1.858	2.4344	2.564	0.3868	1.2790000000000001	0.503
