Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Alzheimer's Disease	C0002395	GSTM3	2947	P21266	glutathione S-transferase mu 3		64	0.592	0.586	2.2865e-07	0.03	no reported evidence	1.0	3	2	2009.0	2013.0
Alzheimer's Disease	C0002395	GSTP1	2950	P09211	glutathione S-transferase pi 1		398	0.406	0.828	0.070502	0.03	no reported evidence	1.0	3	2	2005.0	2016.0
Alzheimer's Disease	C0002395	HTT	3064	P42858	huntingtin		123	0.579	0.517	1.0	0.03	no reported evidence	1.0	3	0	1997.0	2011.0
Alzheimer's Disease	C0002395	UBE2K	3093	P61086	ubiquitin conjugating enzyme E2 K		40	0.648	0.552	0.9829	0.03	no reported evidence	1.0	3	0	2003.0	2007.0
Alzheimer's Disease	C0002395	HLA-A	3105	P01891;P01892;P04439;P05534;P10314;P10316;P13746;P16188;P16189;P16190;P18462;P30443;P30447;P30450;P30453;P30455;P30456;P30457;P30459;P30512;Q09160	major histocompatibility complex, class I, A		405	0.404	0.793	0.0057889	0.03	no reported evidence	1.0	3	0	1980.0	2010.0
Alzheimer's Disease	C0002395	HLA-DRB1	3123	P01911;P01912;P04229;P13760;P13761;P20039;Q29974;Q30134;Q30167;Q5Y7A7;Q95IE3;Q9GIY3;Q9TQE0	major histocompatibility complex, class II, DR beta 1	defense/immunity protein	719	0.347	0.897	0.0010183	0.03	no reported evidence	1.0	3	0	2009.0	2018.0
Alzheimer's Disease	C0002395	HNRNPA1	3178	P09651	heterogeneous nuclear ribonucleoprotein A1		124	0.561	0.69	0.99873	0.03	no reported evidence	1.0	3	0	2011.0	2015.0
Alzheimer's Disease	C0002395	HSPA9	3313	P38646	heat shock protein family A (Hsp70) member 9		110	0.567	0.724	0.97927	0.03	no reported evidence	1.0	3	0	2014.0	2016.0
Alzheimer's Disease	C0002395	HSPB2	3316	Q16082	heat shock protein family B (small) member 2		158	0.507	0.69	0.00039905	0.03	no reported evidence	1.0	3	0	2006.0	2014.0
Alzheimer's Disease	C0002395	HTR4	3360	Q13639	5-hydroxytryptamine receptor 4	receptor	45	0.645	0.552	0.025586	0.03	no reported evidence	1.0	3	0	2003.0	2007.0
Alzheimer's Disease	C0002395	HTR6	3362	P50406	5-hydroxytryptamine receptor 6	receptor	27	0.69	0.207	0.00071583	0.03	no reported evidence	1.0	3	1	2002.0	2018.0
Alzheimer's Disease	C0002395	ICAM1	3383	P05362	intercellular adhesion molecule 1		489	0.386	0.897	0.038102	0.03	no reported evidence	0.3333333	3	1	2003.0	2012.0
Alzheimer's Disease	C0002395	IL2	3558	P60568	interleukin 2		564	0.373	0.931	0.49379	0.03	no reported evidence	1.0	3	0	2001.0	2017.0
Alzheimer's Disease	C0002395	ITGAX	3687	P20702	integrin subunit alpha X		87	0.562	0.69	2.763e-14	0.03	no reported evidence	1.0	3	0	1997.0	2015.0
Alzheimer's Disease	C0002395	KNG1	3827	P01042	kininogen 1	enzyme modulator	159	0.53	0.862	3.6137e-10	0.03	no reported evidence	1.0	3	0	2004.0	2015.0
Alzheimer's Disease	C0002395	LHCGR	3973	P22888	luteinizing hormone/choriogonadotropin receptor	extracellular matrix protein; receptor	99	0.562	0.483	6.928e-08	0.03	no reported evidence	1.0	3	0	2003.0	2010.0
Alzheimer's Disease	C0002395	LIPA	3988	P38571	lipase A, lysosomal acid type	hydrolase; protease	90	0.609	0.448	3.9427e-07	0.03	no reported evidence	1.0	3	0	2004.0	2012.0
Alzheimer's Disease	C0002395	MBP	4155	P02686	myelin basic protein		107	0.542	0.793	0.30405	0.03	no reported evidence	1.0	3	0	2009.0	2015.0
Alzheimer's Disease	C0002395	MELTF	4241	P08582	melanotransferrin	hydrolase; protease; receptor; transfer/carrier protein	18	0.72	0.379		0.03	no reported evidence	1.0	3	0	1999.0	2003.0
Alzheimer's Disease	C0002395	MMP2	4313	P08253	matrix metallopeptidase 2	hydrolase; protease	628	0.373	0.862	0.83952	0.03	no reported evidence	0.6666667	3	0	1996.0	2009.0
Alzheimer's Disease	C0002395	NEDD9	4739	Q14511	neural precursor cell expressed, developmentally down-regulated 9		74	0.58	0.69	0.088508	0.03	no reported evidence	1.0	3	1	2008.0	2012.0
Alzheimer's Disease	C0002395	NFATC2	4773	Q13469	nuclear factor of activated T cells 2	transcription factor	74	0.588	0.517	0.99995	0.03	no reported evidence	1.0	3	0	2008.0	2009.0
Alzheimer's Disease	C0002395	NFIA	4774	Q12857	nuclear factor I A	nucleic acid binding; transcription factor	67	0.633	0.621	0.99918	0.03	no reported evidence	0.6666667	3	0	2011.0	2014.0
Alzheimer's Disease	C0002395	NFIB	4781	O00712	nuclear factor I B	nucleic acid binding; transcription factor	48	0.624	0.414	0.9987	0.03	no reported evidence	0.6666667	3	0	2011.0	2014.0
Alzheimer's Disease	C0002395	NFIX	4784	Q14938	nuclear factor I X	nucleic acid binding; transcription factor	165	0.588	0.621	0.999	0.03	no reported evidence	0.6666667	3	0	2011.0	2014.0
Alzheimer's Disease	C0002395	NOTCH1	4851	P46531	notch 1		389	0.415	0.759	1.0	0.03	no reported evidence	1.0	3	0	1998.0	2006.0
Alzheimer's Disease	C0002395	NOTCH3	4854	Q9UM47	notch 3		312	0.469	0.69	0.86965	0.03	no reported evidence	1.0	3	1	2000.0	2014.0
Alzheimer's Disease	C0002395	PRKN	5071	O60260	parkin RBR E3 ubiquitin protein ligase	ligase	245	0.464	0.793		0.03	no reported evidence	1.0	3	0	2010.0	2016.0
Alzheimer's Disease	C0002395	PCK1	5105	P35558	phosphoenolpyruvate carboxykinase 1	lyase	43	0.642	0.414	1.422e-14	0.03	no reported evidence	1.0	3	1	2007.0	2011.0
Alzheimer's Disease	C0002395	PCNA	5111	P12004	proliferating cell nuclear antigen	nucleic acid binding	372	0.417	0.759	0.9788	0.03	no reported evidence	1.0	3	0	2001.0	2009.0
Alzheimer's Disease	C0002395	PECAM1	5175	P16284	platelet and endothelial cell adhesion molecule 1	cell adhesion molecule	184	0.492	0.69		0.03	no reported evidence	0.6666667	3	0	2007.0	2010.0
Alzheimer's Disease	C0002395	PHF1	5252	O43189	PHD finger protein 1	nucleic acid binding	15	0.762	0.276	0.99933	0.03	no reported evidence	1.0	3	0	1994.0	2006.0
Alzheimer's Disease	C0002395	PPY	5539	P01298	pancreatic polypeptide	signaling molecule	23	0.701	0.276	0.012771	0.03	no reported evidence	1.0	3	0	2012.0	2013.0
Alzheimer's Disease	C0002395	PRKAA1	5562	Q13131	protein kinase AMP-activated catalytic subunit alpha 1	kinase; transferase	119	0.54	0.621	0.10998	0.03	no reported evidence	1.0	3	0	2013.0	2016.0
Alzheimer's Disease	C0002395	PRKAA2	5563	P54646	protein kinase AMP-activated catalytic subunit alpha 2	kinase; transferase	115	0.546	0.655	3.9646e-08	0.03	no reported evidence	1.0	3	0	2013.0	2016.0
Alzheimer's Disease	C0002395	PRKAB1	5564	Q9Y478	protein kinase AMP-activated non-catalytic subunit beta 1	enzyme modulator	103	0.551	0.655	0.005107	0.03	no reported evidence	1.0	3	0	2013.0	2016.0
Alzheimer's Disease	C0002395	PRKAR1A	5573	P10644	protein kinase cAMP-dependent type I regulatory subunit alpha		349	0.466	0.69	0.9999	0.03	no reported evidence	1.0	3	0	2001.0	2008.0
Alzheimer's Disease	C0002395	MAP2K1	5604	Q02750	mitogen-activated protein kinase kinase 1		330	0.459	0.759	0.9084	0.03	no reported evidence	1.0	3	0	2002.0	2012.0
Alzheimer's Disease	C0002395	KLK6	5653	Q92876	kallikrein related peptidase 6	hydrolase; protease	57	0.624	0.483	0.0068053	0.03	no reported evidence	1.0	3	0	2002.0	2011.0
Alzheimer's Disease	C0002395	PTBP1	5725	P26599	polypyrimidine tract binding protein 1		174	0.499	0.828	0.99965	0.03	no reported evidence	1.0	3	0	2006.0	2011.0
Alzheimer's Disease	C0002395	RPS6KB1	6198	P23443	ribosomal protein S6 kinase B1		99	0.555	0.621	0.97853	0.03	no reported evidence	1.0	3	0	2005.0	2016.0
Alzheimer's Disease	C0002395	S100A1	6271	P23297	S100 calcium binding protein A1	calcium-binding protein; signaling molecule	201	0.479	0.759	0.0065463	0.03	no reported evidence	1.0	3	0	1996.0	2015.0
Alzheimer's Disease	C0002395	CCL5	6352	P13501	C-C motif chemokine ligand 5	signaling molecule	334	0.429	0.793	0.0016641	0.03	no reported evidence	1.0	3	0	2012.0	2016.0
Alzheimer's Disease	C0002395	CX3CL1	6376	P78423	C-X3-C motif chemokine ligand 1	signaling molecule	123	0.533	0.759	0.88477	0.03	no reported evidence	1.0	3	0	2011.0	2016.0
Alzheimer's Disease	C0002395	SET	6418	Q01105	SET nuclear proto-oncogene	chaperone; enzyme modulator	75	0.582	0.621	0.99606	0.03	no reported evidence	1.0	3	0	2010.0	2014.0
Alzheimer's Disease	C0002395	SLC6A2	6530	P23975	solute carrier family 6 member 2	transporter	130	0.534	0.724	0.065408	0.03	no reported evidence	0.6666667	3	0	1996.0	2006.0
Alzheimer's Disease	C0002395	SNCG	6623	O76070	synuclein gamma	chaperone; membrane traffic protein	75	0.59	0.483	0.00087425	0.03	no reported evidence	1.0	3	0	1999.0	2001.0
Alzheimer's Disease	C0002395	SPG7	6687	Q9UQ90	SPG7, paraplegin matrix AAA peptidase subunit	hydrolase; protease	142	0.542	0.655	3.3434e-35	0.03	no reported evidence	1.0	3	0	2001.0	2008.0
Alzheimer's Disease	C0002395	SRPK2	6733	P78362	SRSF protein kinase 2	kinase; transferase	25	0.701	0.276	0.99734	0.03	no reported evidence	1.0	3	0	2013.0	2017.0
Alzheimer's Disease	C0002395	ADAM17	6868	P78536	ADAM metallopeptidase domain 17		157	0.507	0.724	0.99904	0.03	no reported evidence	1.0	3	0	2000.0	2013.0
Alzheimer's Disease	C0002395	TAP2	6891	Q03519	transporter 2, ATP binding cassette subfamily B member	hydrolase; protease	87	0.555	0.759	9.8729e-11	0.03	no reported evidence	1.0	3	1	2003.0	2008.0
Alzheimer's Disease	C0002395	TAT	6898	P17735	tyrosine aminotransferase		148	0.527	0.759	0.004723	0.03	no reported evidence	1.0	3	0	2013.0	2016.0
Alzheimer's Disease	C0002395	TP73	7161	O15350	tumor protein p73	transcription factor	213	0.472	0.724	0.99736	0.03	no reported evidence	0.5	3	1	2004.0	2013.0
Alzheimer's Disease	C0002395	TSC2	7249	P49815	TSC complex subunit 2	enzyme modulator	290	0.463	0.69	1.0	0.03	no reported evidence	1.0	3	0	2006.0	2014.0
Alzheimer's Disease	C0002395	TYROBP	7305	O43914	TYRO protein tyrosine kinase binding protein		102	0.624	0.621	0.51728	0.03	no reported evidence	1.0	3	0	2016.0	2016.0
Alzheimer's Disease	C0002395	NR1H2	7376	P55055	nuclear receptor subfamily 1 group H member 2	nucleic acid binding; receptor; transcription factor	94	0.552	0.552	0.41623	0.03	no reported evidence	1.0	3	0	2006.0	2010.0
Alzheimer's Disease	C0002395	XBP1	7494	P17861	X-box binding protein 1		113	0.54	0.69	0.022838	0.03	no reported evidence	1.0	3	0	2010.0	2014.0
Alzheimer's Disease	C0002395	XPNPEP1	7511	Q9NQW7	X-prolyl aminopeptidase 1	hydrolase; nucleic acid binding; protease; transcription factor	15	0.785	0.241	0.28172	0.03	no reported evidence	1.0	3	0	2000.0	2006.0
Alzheimer's Disease	C0002395	YY1	7528	P25490	YY1 transcription factor	transcription factor	141	0.519	0.724	0.99457	0.03	no reported evidence	1.0	3	0	2006.0	2011.0
Alzheimer's Disease	C0002395	PLA2G7	7941	Q13093	phospholipase A2 group VII	hydrolase	75	0.584	0.552	8.8772e-22	0.03	no reported evidence	1.0	3	0	2011.0	2016.0
Alzheimer's Disease	C0002395	NR4A3	8013	Q92570	nuclear receptor subfamily 4 group A member 3	receptor; transcription factor	108	0.545	0.759	0.89536	0.03	no reported evidence	1.0	3	0	2006.0	2013.0
Alzheimer's Disease	C0002395	PABPC4	8761	Q13310	poly(A) binding protein cytoplasmic 4		15	0.785	0.276	0.9993	0.03	no reported evidence	1.0	3	0	2000.0	2006.0
Alzheimer's Disease	C0002395	NR1I2	8856	O75469	nuclear receptor subfamily 1 group I member 2	nucleic acid binding; receptor; transcription factor	263	0.455	0.793	6.153e-09	0.03	no reported evidence	1.0	3	0	2007.0	2013.0
Alzheimer's Disease	C0002395	SYNJ1	8867	O43426	synaptojanin 1	hydrolase; phosphatase	83	0.627	0.345	0.89147	0.03	no reported evidence	1.0	3	1	2013.0	2015.0
Alzheimer's Disease	C0002395	F2RL3	9002	Q96RI0	F2R like thrombin or trypsin receptor 3		80	0.573	0.69	0.0017481	0.03	no reported evidence	1.0	3	0	1998.0	2005.0
Alzheimer's Disease	C0002395	CH25H	9023	O95992	cholesterol 25-hydroxylase	oxidoreductase	16	0.735	0.379	0.25432	0.03	no reported evidence	1.0	3	0	2004.0	2010.0
Alzheimer's Disease	C0002395	PPIG	9360	Q13427	peptidylprolyl isomerase G		114	0.537	0.793	0.9649	0.03	no reported evidence	1.0	3	0	2004.0	2015.0
Alzheimer's Disease	C0002395	KL	9365	Q9UEF7	klotho	hydrolase	182	0.495	0.621	0.00021903	0.03	no reported evidence	1.0	3	0	2013.0	2016.0
Alzheimer's Disease	C0002395	CLOCK	9575	O15516	clock circadian regulator		165	0.505	0.897	0.99971	0.03	no reported evidence	1.0	3	0	2011.0	2015.0
Alzheimer's Disease	C0002395	NR1I3	9970	Q14994	nuclear receptor subfamily 1 group I member 3	nucleic acid binding; receptor; transcription factor	103	0.555	0.69	3.3935e-08	0.03	no reported evidence	1.0	3	0	2001.0	2008.0
Alzheimer's Disease	C0002395	RANBP9	10048	Q96S59	RAN binding protein 9	transfer/carrier protein; transporter	11	0.785	0.207	1.0	0.03	no reported evidence	0.6666667	3	0	2009.0	2013.0
Alzheimer's Disease	C0002395	ABCB6	10058	Q9NP58	ATP binding cassette subfamily B member 6 (Langereis blood group)	hydrolase; protease	200	0.487	0.828	1.5314e-18	0.03	no reported evidence	1.0	3	0	2006.0	2013.0
Alzheimer's Disease	C0002395	ABCC9	10060	O60706	ATP binding cassette subfamily C member 9	transporter	156	0.59	0.517	1.5652e-08	0.03	no reported evidence	1.0	3	0	2015.0	2017.0
Alzheimer's Disease	C0002395	TRIM13	10206	O60858	tripartite motif containing 13		64	0.607	0.552	0.90678	0.03	no reported evidence	1.0	3	0	2001.0	2008.0
Alzheimer's Disease	C0002395	SIGMAR1	10280	Q99720	sigma non-opioid intracellular receptor 1		115	0.565	0.517	0.18029	0.03	no reported evidence	1.0	3	0	2006.0	2012.0
Alzheimer's Disease	C0002395	AKR1A1	10327	P14550	aldo-keto reductase family 1 member A1	oxidoreductase	115	0.538	0.759	2.9154e-06	0.03	no reported evidence	1.0	3	0	2004.0	2011.0
Alzheimer's Disease	C0002395	C1D	10438	Q13901	C1D nuclear receptor corepressor	nucleic acid binding; transcription factor	11	0.773	0.276	0.031868	0.03	no reported evidence	1.0	3	0	2001.0	2016.0
Alzheimer's Disease	C0002395	ADAP1	11033	O75689	ArfGAP with dual PH domains 1		6	0.886	0.138	0.5673	0.03	no reported evidence	1.0	3	0	2002.0	2013.0
Alzheimer's Disease	C0002395	CHEK2	11200	O96017	checkpoint kinase 2		195	0.494	0.621	1.2033e-23	0.03	no reported evidence	1.0	3	0	2005.0	2013.0
Alzheimer's Disease	C0002395	NLRP1	22861	Q9C000	NLR family pyrin domain containing 1		106	0.555	0.69	2.6621e-17	0.03	no reported evidence	1.0	3	2	1994.0	2013.0
Alzheimer's Disease	C0002395	SPEN	23013	Q96T58	spen family transcriptional repressor	nucleic acid binding	41	0.642	0.655	1.0	0.03	no reported evidence	1.0	3	0	2009.0	2013.0
Alzheimer's Disease	C0002395	GGA3	23163	Q9NZ52	golgi associated, gamma adaptin ear containing, ARF binding protein 3		5	0.834	0.241	1.7317e-06	0.03	no reported evidence	1.0	3	0	2007.0	2014.0
Alzheimer's Disease	C0002395	DNMBP	23268	Q6XZF7	dynamin binding protein		2	0.928	0.069	2.8768e-16	0.03	no reported evidence	0.6666667	3	2	2006.0	2015.0
Alzheimer's Disease	C0002395	CRTC1	23373	Q6UUV9	CREB regulated transcription coactivator 1	transcription factor	65	0.602	0.621	0.42733	0.03	no reported evidence	1.0	3	0	2012.0	2016.0
Alzheimer's Disease	C0002395	PYCARD	29108	Q9ULZ3	PYD and CARD domain containing	enzyme modulator; hydrolase; protease	137	0.517	0.759	0.0016111	0.03	no reported evidence	1.0	3	0	2014.0	2018.0
Alzheimer's Disease	C0002395	KCNIP3	30818	Q9Y2W7	potassium voltage-gated channel interacting protein 3		17	0.752	0.31	0.027337	0.03	no reported evidence	1.0	3	0	1998.0	2005.0
Alzheimer's Disease	C0002395	APH1A	51107	Q96BI3	aph-1 homolog A, gamma-secretase subunit	enzyme modulator	20	0.727	0.31	0.75023	0.03	no reported evidence	1.0	3	1	2010.0	2016.0
Alzheimer's Disease	C0002395	GOLM1	51280	Q8NBJ4	golgi membrane protein 1		30	0.681	0.414	1.496e-07	0.03	no reported evidence	0.6666667	3	1	2009.0	2012.0
Alzheimer's Disease	C0002395	NME8	51314	Q8N427	NME/NM23 family member 8		24	0.713	0.414	6.6014e-28	0.03	no reported evidence	1.0	3	0	2016.0	2018.0
Alzheimer's Disease	C0002395	CALML5	51806	Q9NZT1	calmodulin like 5	calcium-binding protein	3	0.928	0.103		0.03	no reported evidence	1.0	3	0	2013.0	2018.0
Alzheimer's Disease	C0002395	SAMD9	54809	Q5K651	sterile alpha motif domain containing 9		73	0.639	0.655	6.9098e-34	0.03	no reported evidence	1.0	3	0	1994.0	2011.0
Alzheimer's Disease	C0002395	LRRC4	64101	Q9HBW1	leucine rich repeat containing 4		20	0.713	0.345	0.99756	0.03	no reported evidence	1.0	3	0	2009.0	2012.0
Alzheimer's Disease	C0002395	FTO	79068	Q9C0B1	FTO, alpha-ketoglutarate dependent dioxygenase		192	0.519	0.828	1.077e-07	0.03	no reported evidence	1.0	3	4	2011.0	2013.0
Alzheimer's Disease	C0002395	SLC52A2	79581	Q9HAB3	solute carrier family 52 member 2	receptor	141	0.528	0.759	0.0026651	0.03	no reported evidence	1.0	3	0	2007.0	2013.0
Alzheimer's Disease	C0002395	NLRP3	114548	Q96P20	NLR family pyrin domain containing 3		366	0.435	0.862	0.00070387	0.03	no reported evidence	1.0	3	0	2013.0	2016.0
Alzheimer's Disease	C0002395	ESCO1	114799	Q5FWF5	establishment of sister chromatid cohesion N-acetyltransferase 1		23	0.701	0.345	0.99994	0.03	no reported evidence	0.6666667	3	0	2011.0	2014.0
Alzheimer's Disease	C0002395	GSTO2	119391	Q9H4Y5	glutathione S-transferase omega 2		25	0.685	0.517	2.6396e-09	0.03	no reported evidence	0.3333333	3	1	2004.0	2017.0
Alzheimer's Disease	C0002395	PWAR1	145624		Prader Willi/Angelman region RNA 1		164	0.528	0.69		0.03	no reported evidence	1.0	3	0	2007.0	2013.0
Alzheimer's Disease	C0002395	C1orf52	148423	Q8N6N3	chromosome 1 open reading frame 52		15	0.735	0.345	0.051639	0.03	no reported evidence	1.0	3	0	2009.0	2012.0
Alzheimer's Disease	C0002395	MS4A6E	245802	Q96DS6	membrane spanning 4-domains A6E		1	1.0	0.069	0.032919	0.03	no reported evidence	0.6666667	3	0	2016.0	2018.0
Alzheimer's Disease	C0002395	PWAR4	347745		Prader Willi/Angelman region RNA 4		60	0.607	0.655		0.03	no reported evidence	1.0	3	0	1998.0	2005.0
Alzheimer's Disease	C0002395	MIR107	406901		microRNA 107		74	0.586	0.621		0.03	no reported evidence	1.0	3	0	2008.0	2010.0
Alzheimer's Disease	C0002395	MIR29A	407021		microRNA 29a		131	0.523	0.69		0.03	no reported evidence	1.0	3	0	2010.0	2016.0
Alzheimer's Disease	C0002395	MIR342	442909		microRNA 342		44	0.636	0.483		0.03	no reported evidence	1.0	3	0	2014.0	2016.0
Alzheimer's Disease	C0002395	CXADRP1	653108		CXADR pseudogene 1		64	0.607	0.552		0.03	no reported evidence	1.0	3	0	2001.0	2008.0
Alzheimer's Disease	C0002395	HNRNPA1P10	664709		heterogeneous nuclear ribonucleoprotein A1 pseudogene 10		33	0.656	0.414		0.03	no reported evidence	1.0	3	0	2011.0	2015.0
Alzheimer's Disease	C0002395	C20orf181	100128998		chromosome 20 open reading frame 181		97	0.557	0.69		0.03	no reported evidence	0.6666667	3	0	2011.0	2016.0
Alzheimer's Disease	C0002395	AD11	100188795		Alzheimer disease-11		10	0.773	0.414		0.03	no reported evidence	1.0	3	0	2002.0	2010.0
Alzheimer's Disease	C0002395	LINC02210-CRHR1	104909134	P34998	LINC02210-CRHR1 readthrough		76	0.598	0.586		0.03	no reported evidence	1.0	3	1	2008.0	2016.0
Alzheimer's Disease	C0002395	NAT2	10	P11245	N-acetyltransferase 2	transferase	228	0.466	0.828	4.1239e-06	0.02	no reported evidence	1.0	2	0	2001.0	2005.0
Alzheimer's Disease	C0002395	ABO	28	P16442	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	transferase	193	0.491	0.828		0.02	no reported evidence	0.5	2	0	2016.0	2016.0
Alzheimer's Disease	C0002395	ACO1	48	P21399	aconitase 1	lyase	33	0.663	0.483	5.7515e-17	0.02	no reported evidence	1.0	2	0	2010.0	2014.0
Alzheimer's Disease	C0002395	ADRB1	153	P08588	adrenoceptor beta 1	receptor	77	0.586	0.586	3.4881e-06	0.02	no reported evidence	1.0	2	0	2004.0	2018.0
Alzheimer's Disease	C0002395	ADRB2	154	P07550	adrenoceptor beta 2	receptor	254	0.479	0.793	0.58042	0.02	no reported evidence	1.0	2	0	2008.0	2013.0
Alzheimer's Disease	C0002395	AGTR1	185	P30556	angiotensin II receptor type 1	receptor	273	0.454	0.759	0.0005718	0.02	no reported evidence	1.0	2	0	2015.0	2016.0
Alzheimer's Disease	C0002395	AKT1	207	P31749	AKT serine/threonine kinase 1	calcium-binding protein; kinase; transfer/carrier protein; transferase	760	0.355	0.862	0.97917	0.02	no reported evidence	1.0	2	1	2011.0	2016.0
Alzheimer's Disease	C0002395	ANXA5	308	P08758	annexin A5		175	0.49	0.69	3.9933e-13	0.02	no reported evidence	1.0	2	0	2011.0	2015.0
Alzheimer's Disease	C0002395	ANXA6	309	P08133	annexin A6		79	0.569	0.724	1.0657e-08	0.02	no reported evidence	1.0	2	0	2003.0	2009.0
Alzheimer's Disease	C0002395	APC	324	P25054	APC, WNT signaling pathway regulator		462	0.397	0.828	1.0	0.02	no reported evidence	1.0	2	0	2011.0	2018.0
Alzheimer's Disease	C0002395	APOC2	344	P02655	apolipoprotein C2		51	0.619	0.483	0.42531	0.02	no reported evidence	0.5	2	0	1994.0	2012.0
Alzheimer's Disease	C0002395	ARRB2	409	P32121	arrestin beta 2	enzyme modulator	62	0.604	0.621	0.43396	0.02	no reported evidence	1.0	2	0	2015.0	2018.0
Alzheimer's Disease	C0002395	BACH1	571	O14867	BTB domain and CNC homolog 1		31	0.667	0.621	0.52896	0.02	no reported evidence	1.0	2	0	2004.0	2015.0
Alzheimer's Disease	C0002395	BAG1	573	Q99933	BCL2 associated athanogene 1		77	0.573	0.621	5.294e-06	0.02	no reported evidence	0.5	2	0	2008.0	2012.0
Alzheimer's Disease	C0002395	CFB	629	P00751	complement factor B		71	0.588	0.724	2.5442e-16	0.02	no reported evidence	1.0	2	1	2012.0	2013.0
Alzheimer's Disease	C0002395	BMP4	652	P12644	bone morphogenetic protein 4	signaling molecule	224	0.477	0.724	0.95584	0.02	no reported evidence	1.0	2	0	2008.0	2013.0
