"gene","patient1","patient2","patient3","patient4","patient5"
"TGS1",-1.07175,-0.09475,0.74875,0.056,-0.96275
"C1orf79",-1.22,-2.3265,-1.6035,-1.8415,-0.88875
"SAA1",1.84516666666667,4.088,-2.99483333333333,4.369,4.00833333333333
"C1orf75",-0.346,-0.60475,-0.215,-0.623,0.8645
"PTPRS",-0.140875,0.45825,-0.52025,0.03125,0.700875
"C1orf77",0.13125,0.113916666666667,0.136833333333333,-0.314583333333333,0.0891666666666667
"C1orf76",-2.173,-1.27,-1.1285,-1.2855,-1.7825
"C1orf71",0.393,-0.273125,0.331,-1.01125,0.5065
"IDUA",1.2135,-0.385,1.53775,0.77625,0.6705
"OR5V1",0.3005,0.6325,0.4715,0.2475,0.832
"PTPRR",-0.1065,0.217,0.2455,-2.23025,-3.11325
"ENO2",-1.1755,-3.0425,-1.34466666666667,-2.938,-2.77633333333333
"PDE1B",0.3195,0.784,0.1245,0.761,1.738
"YTHDF2",0.526833333333333,0.554166666666667,0.491166666666667,0.971833333333333,0.695
"SPERT",-0.272,-0.558833333333333,-0.498,-0.423833333333333,-0.2315
"ACTRT1",0.118,0.5575,-0.2845,0.479,0.696
"GLB1",0.772375,0.684625,0.119125,0.104375,1.578125
"TINF2",1.20425,0.788,1.627,0.61775,0.57575
"PITPNM1",0.656125,-1.557125,-3.206,-1.398,-0.00275
"ZIM2",-1.08475,-0.85375,4.0755,-0.2025,1.3765
"PITPNM3",-0.5845,-0.1385,-0.724,-0.208,-0.0185
"GNRH1",-0.9945,-1.3465,-1.72775,-0.7765,-1.90175
"TIMM9",0.05375,-0.47775,-0.364,-0.30175,-0.558
"ZNF596",0.6829,1.3209,0.5623,1.3236,-0.3692
"ZIM3",0.1255,0.1815,0.40125,-0.104,1.03233333333333
"VHLL",-0.14825,0.00800000000000001,-0.06825,-0.29325,0.97425
"ZNF597",0.886833333333333,0.751333333333333,1.01783333333333,0.742333333333333,0.962
"MDGA2",-1.602,-0.8925,-0.176,0.1225,-0.138
"C8orf32",-0.333666666666667,0.127333333333333,1.14916666666667,0.302833333333333,-0.956666666666667
"ADAM10",-0.107,-0.58475,-0.225,0.23325,0.90675
"ADAM11",-1.24333333333333,-1.447,-0.9345,-0.9235,-0.817666666666667
"ADAM12",-0.289625,-0.204125,-3.353125,0.577375,1.614375
"ADAM15",0.897666666666667,-0.276083333333333,-1.47241666666667,-1.11091666666667,1.141
"P2RXL1",-0.57575,-0.364,-0.1885,-0.328,-0.14875
"ADAM18",0.238,-0.63475,0.055,0.109,0.5625
"ADAM19",-0.8102,-0.1813,-1.3148,-0.4472,1.3809
"AK2",-0.0228571428571429,-0.359,-0.0332142857142857,-0.190928571428571,-0.712928571428571
"PPP1R2P1",0.1655,0.0785,0.00175,0.089,-0.2385
"MGC13379",1.21725,1.0315,1.32425,0.9085,0.1555
"ZNF599",1.5205,1.607,1.1815,1.393,-0.8845
"SPIRE1",0.0703333333333333,0.0633333333333333,-0.2005,-0.106166666666667,-0.365
"PTPRF",0.8655,2.04483333333333,2.37875,1.41208333333333,1.732
"PPP1R2P9",0.282,0.2305,0.3405,0.0895,0.76375
"CPNE2",-1.278,0.3685,-1.3505,0.706,0.352
"CPNE1",-0.550666666666667,-0.680833333333333,-1.43466666666667,-0.597833333333333,-0.2225
"HS3ST3A1",-2.31216666666667,-1.7765,-2.96416666666667,-2.1085,0.385166666666667
"PTPRE",2.1357,1.1345,-0.5065,2.1582,2.0872
"MGC87631",-1.632,-1.5305,-0.115,0.4055,-1.5835
"CPNE4",-1.512,-1.55925,-1.83,0.21475,-5.92
"WNT8A",-0.1055,-0.967,-0.088,-0.29075,-1.23225
"WNT8B",-0.163,0.6215,-0.5,-0.016,-0.1355
"SFRS14",-0.54425,-1.009,-0.97625,-1.275,-1.5485
"SGCZ",0.159,0.6805,0.0545,0.327,0.059
"GDEP",0.363,0.1125,-0.489,0.196,0.1285
"PYCARD",2.994,2.617,-2.03866666666667,1.035,-0.1575
"SFRS12",-0.689,-0.846166666666667,-0.0286666666666667,-0.411166666666667,-0.612166666666667
"DNMT3B",-4.27983333333333,-4.1045,-4.03116666666667,-4.344,-2.84783333333333
"MMP24",0.382,0.10475,0.309,0.17525,0.5785
"DNMT3A",0.925,-0.0588333333333333,-0.552083333333333,0.288,0.537083333333333
"PTPRA",-0.0075,0.27575,0.659,-0.07025,-0.184
"SFRS10",-0.2745,-0.85075,-0.43125,-0.37125,-0.5795
"DNMT3L",-1.48025,-1.25575,-1.342,-0.963,-2.2515
"RABEPK",-0.3945,-0.238666666666667,-0.892,-0.436666666666667,-0.227
"AAK1",0.316083333333333,0.0241666666666667,-0.19475,-0.000250000000000013,-0.294545454545454
"SNRPN",-1.1985,-2.013,-1.41575,-1.04075,-2.86125
"NDUFA8",0.3725,-0.13,-0.1235,-0.0975,0.332
"ADRA2A",5.056,3.73483333333333,5.16583333333333,3.735,4.10783333333333
"NDEL1",-0.0725,-0.0188333333333333,-0.410166666666667,0.177833333333333,0.388
"SNRPB",-0.686,-1.62725,-0.63975,-1.43325,-1.08425
"SNRPC",-0.63875,-1.2175,-0.87225,-1.17575,-0.392
"SNRPA",-0.559125,-0.932875,-1.282,-0.536125,-1.0505
"SHANK3",0.678833333333333,1.076,0.2465,0.445333333333333,1.202
"SHANK2",1.79333333333333,2.06133333333333,1.81966666666667,2.008,1.339
"SHANK1",-0.018,-0.298,-0.2645,0.085,0.183
"SNRPE",0.24375,-1.34975,-0.89825,-1.209,0.09025
"KLC4",-0.229,-0.163375,-0.140875,-0.1715,-0.415125
"MYOZ1",2.92575,2.4735,0.4515,1.61425,0.53025
"MAST1",-0.767,-0.69175,-0.42925,-1.321,-0.791
"PTPRK",-3.01383333333333,-0.735333333333333,0.613166666666667,1.741,0.143
"RGS9BP",-0.61925,0.58625,-0.17175,-0.56425,0.693
"LOC728635",0.8335,0.721,0.8165,-0.1395,-0.309
"UCP2",1.8325,0.74775,0.16775,0.32375,1.30775
"MAST4",1.887,1.26457142857143,1.59728571428571,1.1925,0.179714285714286
"SFRS18",-0.61175,-1.319875,-1.081125,-0.4265,-1.63025
"ZDHHC15",0.226,-0.572,1.7605,1.0525,-2.571
"ZDHHC14",-0.751875,0.339625,-1.384875,0.390375,-1.07675
"ZDHHC17",-0.324125,-0.2209375,0.6685,0.1,-0.80025
"ZDHHC16",0.76025,-0.063,-0.527,-0.20175,0.396
"ZDHHC11",-0.595666666666667,-0.2225,2.027,-0.571166666666667,0.167833333333333
"ZDHHC13",-0.106125,0.512625,2.03925,0.63025,0.062375
"ZDHHC12",0.5425,-0.1275,-0.0665,-0.634,0.1125
"PRKAG1",0.85875,0.87125,0.60125,-1.35525,-0.1675
"PRKAG3",0.00750000000000001,0.029,0.435,-0.3915,6.5275
"PRKAG2",0.9985,0.984333333333333,1.0675,1.757,1.73916666666667
"PCSK6",1.04206666666667,-1.62473333333333,0.402866666666667,0.676066666666667,-1.8084
"ZDHHC18",-0.116333333333333,-0.0095,0.437666666666667,-0.0941666666666667,0.309166666666667
"PCSK4",1.4985,0.5595,-0.626666666666667,0.46,0.654833333333333
"PCSK5",0.2475,2.70125,-1.23875,1.74275,1.5265
"DUSP28",0.569,0.451,0.555,0.2405,-0.1625
"HIPK2",-2.4935,1.25166666666667,1.25733333333333,1.02225,-0.344916666666667
"HIPK1",0.1409,0.0125,0.1091,0.0019,-0.3872
"PHYHIPL",-2.32675,-1.815875,-2.267125,-1.658125,-2.67828571428571
"HIPK4",0.546,0.831,0.087,1.077,0.651
"DUSP21",0.0873333333333333,-0.472166666666667,-0.707166666666667,-0.429166666666667,-1.61675
"DUSP22",-0.955,-0.174833333333333,-1.746,-0.194166666666667,0.152916666666667
"DUSP23",1.97825,1.58125,1.44525,1.90475,1.9985
"LEMD3",0.152833333333333,0.204166666666667,0.798,0.759666666666667,0.314
"LEMD2",-0.487,-0.014,0.854,-0.26725,0.72475
"LEMD1",-4.2805,-1.99525,-4.56375,0.2065,-2.92525
"DUSP27",1.10683333333333,1.12666666666667,0.5005,0.131833333333333,0.0768333333333333
"PLCH2",-0.0145833333333333,-0.104416666666667,-0.40675,0.131,-0.235166666666667
"QARS",-0.182,0.51875,-0.619,0.18975,-0.1655
"NCAN",0.1255,0.059,0.0675,0.18625,0.3675
"KIAA0258",0.30325,1.4205,0.79675,0.41875,0.674
"NAPG",-0.309625,-0.523875,-0.12175,-0.527375,-0.234
"AP3B1",-0.1225,0.2375,0.086,-0.147,-0.3545
"ESPL1",-0.878875,-1.069,-0.815875,-1.2605,-0.82775
"NAPB",-1.20575,0.00199999999999999,1.0255,-0.457,-0.575
"NAPA",2.24125,1.1225,1.4,0.91325,0.828
"C3orf15",3.1169,1.8941,3.2185,1.6925,-0.0466666666666667
"C3orf14",2.24575,0.82925,-3.013,0.771,0.70175
"C3orf17",0.0638333333333333,-0.2085,-0.2905,0.171,-0.338
"C3orf10",1.187,1.311,0.610125,0.608375,1.3225
"YAF2",0.7435,-0.139,-0.25125,-0.1955,0.336
"LARP1",-0.516375,-0.6275625,-0.319125,-0.609375,-0.62925
"NAP5",2.328,1.274625,-0.11925,0.953,-2.290625
"LARP4",0.3054,-0.3367,0.5102,-0.2258,-0.3854
"LARP5",-0.00166666666666666,0.374,-0.0778333333333333,0.258666666666667,-0.0156666666666667
"LARP6",-3.46933333333333,-0.758166666666667,-0.0383333333333333,-0.3955,-0.852
"LARP7",-1.2727,-1.8665,-1.5615,-1.5926,-1.853
"MGC26647",0.8005,-0.2785,-0.37025,-0.0995,0.236666666666667
"CPD",0.751375,0.705,1.636375,0.918375,1.199625
"EXOC6",1.0235,0.7165,0.464,0.922,0.37375
"RPL19",0.36725,-0.316125,0.572125,0.1785,3.050875
"DYM",0.193833333333333,0.848166666666667,-0.3235,0.366333333333333,0.3815
"HSD17B7P2",0.9435,-0.54,0.01875,-0.5,1.10625
"UBE2Q1",0.178625,0.611375,0.294,0.285125,0.554625
"DDX49",0.234833333333333,0.0456666666666667,-0.261166666666667,-0.204333333333333,-0.0628333333333333
"tcag7.23",-0.387,0.405,-0.5925,0.701,-0.9885
"ZNF179",-3.06616666666667,-2.32466666666667,-2.96083333333333,-1.921,-1.7505
"TC2N",3.8403,3.2026,2.9879,3.7603,3.5112
"DDX41",-0.4255,-0.523,-0.0456666666666667,-0.720833333333333,-0.642333333333333
"TMEM45A",-2.99155555555556,-1.61488888888889,-5.103,-0.610777777777778,0.707444444444445
"DDX43",-3.3005,-2.39625,-3.114,-1.47775,-2.34575
"ZNF177",0.112666666666667,1.19483333333333,1.29433333333333,0.545333333333333,0.497666666666667
"PTER",1.39533333333333,0.6275,-0.669666666666667,1.18916666666667,-0.316666666666667
"DDX47",-0.17,-0.75875,-0.2495,-0.437,-0.831
"ASCIZ",-0.2524,0.3335,0.2498,0.4196,0.4985
"WDR40A",-0.0898333333333333,0.8355,0.540833333333333,0.605166666666667,0.524166666666667
"IFNAR1",0.42575,-0.01375,-0.0145,0.29625,0.93
"PLTP",-1.36083333333333,0.241833333333333,-0.623,1.06733333333333,0.502166666666667
"EIF5A2",-2.6122,-1.2102,-3.1214,-0.6816,-0.2829
"TMEM45B",-1.845375,-1.339375,-0.30575,0.6425,2.962125
"LGR5",-2.72366666666667,-1.47733333333333,-1.98483333333333,-1.53983333333333,-2.104
"LGR4",-2.543125,-1.376875,0.282875,0.313375,1.146875
"WDR40B",0.420333333333333,0.0865,-0.086,1.275,1.07866666666667
"C20orf30",-0.184,0.272,0.792357142857143,0.0441428571428571,-0.357571428571429
"ELAVL2",0.3055,0.326,0.7075,0.3255,0.036
"C20orf32",-1.7705,-1.128,-2.3505,-1.2285,-1.623
"CDKN1C",-0.752833333333333,0.124833333333333,-0.483416666666667,0.433833333333333,-0.430333333333333
"LSM14B",-0.4753,0.0335999999999999,-0.0681,-0.1803,1.2461
"CDKN1A",-1.68778571428571,0.412142857142857,-0.0215,-0.214285714285714,-0.247357142857143
"UBE2D2",0.561625,-0.14725,-0.0405,-0.297875,-0.372
"UBE2D3",-0.3934,0.1482,0.3087,0.00679999999999999,-0.2643
"UBE2D1",0.3214,0.0412,-0.4773,0.6128,1.0824
"MLL3",-0.12975,0.052125,0.00912499999999994,-0.2115,-0.32775
"MLL2",0.298833333333333,0.140833333333333,0.374,0.1835,0.0771666666666667
"ECSIT",-0.0465,0.0713333333333333,0.138333333333333,0.151,-0.190166666666667
"TARS2",0.318833333333333,-0.0358333333333333,0.333333333333333,-0.935,-0.278833333333333
"SETBP1",2.22225,2.64075,0.57625,1.9265,0.26875
"MLL5",0.172875,0.467375,0.12575,0.352375,-0.4355
"MLL4",-0.3835,-0.392,-0.387,-0.5445,-0.21025
"SAMSN1",-1.81125,-1.64725,-2.77025,-2.252,-0.8365
"FERD3L",0.06425,-0.341,-0.00225,-0.14625,-0.15725
"SAP130",-0.018,-0.24825,-0.4475,-0.39775,-0.1415
"FLJ36031",-1.27383333333333,-0.440833333333333,-0.583166666666667,-0.390166666666667,1.05533333333333
"APOF",-0.197333333333333,-0.576333333333333,-0.626,-0.729,-1.62916666666667
"C9orf75",1.02525,0.6925,-0.19575,-0.30525,0.38075
"APOD",4.817125,3.439125,0.478125,5.022125,2.96875
"APOE",0.6355,0.6643,-0.0243,0.2956,1.205
"FPRL1",0.5195,0.148,1.0735,-0.3135,1.6325
"hCG_2033311",1.32666666666667,0.201666666666667,0.5215,-1.29316666666667,0.192666666666667
"APOO",-0.00524999999999999,-1.08975,-0.15875,-1.0265,0.31925
"APOM",-2.298125,-2.94125,-4.427125,-3.191,-3.937875
"CSPG4LYP1",-0.409,-0.311333333333333,-0.257333333333333,-0.3625,-0.431833333333333
"STX12",0.50875,1.14075,1.17475,1.474,1.1285
"FAM104A",-0.378375,-0.525875,0.300125,-0.8055,-0.451625
"FAM104B",0.48375,0.535,0.6935,0.578,0.177
"NFIL3",-3.56375,-0.8475,-3.46425,0.055,0.3195
"EN1",-0.63775,0.0105,-0.84975,0.55,1.459
"REG3G",-0.0116666666666667,-0.271333333333333,-0.127,0.171666666666667,-0.2134
"FLJ21986",-2.21375,-1.8135,-3.0525,-2.163875,-2.94985714285714
"C11orf9",-2.02075,-2.12825,-2.34475,-1.6195,-2.20725
"REG3A",0.1805,0.08,0.13,0.3995,0.302
"TMEM125",3.42425,3.821,3.962,3.47175,3.63275
"CCDC51",0.218,0.2505,-0.07125,-0.43225,-0.17125
"CCDC52",1.20916666666667,0.485166666666667,0.504833333333333,-0.0758333333333333,-0.117833333333333
"CCDC53",0.708,0.4175,0.826,0.5375,-0.17325
"TMEM121",2.647,1.63225,1.3195,0.4335,-0.71225
"CCDC55",0.457333333333333,-0.275333333333333,1.17066666666667,0.386666666666667,1.01783333333333
"CCDC56",1.211875,0.467375,2.257375,0.6765,-0.03325
"CCDC57",1.3635,0.113666666666667,1.08083333333333,0.528833333333333,0.1615
"CCDC58",-1.4295,-0.104,-0.854,-0.1335,-1.639
"CCDC59",-0.84475,-0.96525,-0.213,-0.4805,-1.0445
"C9orf72",-0.349625,0.14675,0.4985,0.550125,0.274125
"TMEM129",0.18025,0.2525,1.16575,0.25475,0.4295
"TMEM128",0.851666666666667,0.769333333333333,2.07066666666667,0.831333333333333,0.183333333333333
"FLJ20581",0.965666666666667,1.35733333333333,-0.0683333333333333,0.335666666666667,-0.0945
"PAXIP1",0.122833333333333,-0.805166666666667,0.514666666666667,-0.571833333333333,-0.8975
"HSPH1",-0.89375,-0.08775,-0.00275,0.141,-0.141
"STX18",0.1446,0.9653,0.9135,0.2559,-0.1794
"NUFIP2",0.83725,-0.6785,1.177,1.328,1.175
"RAD18",0.6655,-0.40825,-0.67275,-0.18075,0.66625
"NUFIP1",-0.75,-0.388625,-0.744375,-0.020125,-0.149875
"PREPL",0.571166666666667,0.306833333333333,0.958833333333333,0.244166666666667,0.115833333333333
"C14orf140",1.5285,1.35216666666667,2.3795,0.583333333333333,0.590833333333333
"SULT4A1",-2.555,-1.07866666666667,-2.395,-0.8045,0.829166666666667
"CABP7",0.5015,0.12575,-0.06725,1.8145,2.334
"DNAJB12",1.28135714285714,0.999928571428572,0.748214285714286,0.746571428571429,0.573
"CABP5",0.12,0.20075,-0.028,0.0135,-0.34825
"CABP4",2.668,0.159,-0.0235,0.2085,0.5555
"CABP2",-0.0515,0.086,0.1945,-0.061,0.0905
"C19orf36",1.48833333333333,-0.258166666666667,-1.15866666666667,-0.603666666666667,0.2205
"FBXO34",0.332,0.278666666666667,-0.0676666666666667,0.354666666666667,0.362666666666667
"PLOD1",-1.501375,-1.06125,-2.17675,-1.171875,-0.481
"FBXO36",2.8995,1.0459,0.3926,0.8103,0.0863
"SLC35B2",0.08625,-0.53575,-0.23525,0.08725,0.7685
"FBXO30",-0.509,-0.107,-0.645,0.303,-0.1435
"SLC35B4",-1.76383333333333,-1.46116666666667,-1.95283333333333,-1.208,-1.05933333333333
"USE1",0.0441666666666667,-0.147833333333333,0.0661666666666667,-0.0226666666666667,-0.3155
"FBXO33",-0.413875,-0.47025,0.413125,0.115,-0.544375
"HBE1",-4.7919,-4.9071,-5.0241,-4.6779,-5.2884
"ZC3H7B",-0.07875,-0.19875,0.17725,1.562,0.718
"FBXO38",0.569875,0.195375,1.291375,-0.055625,-0.1605
"IGFBP7",0.35,2.19825,0.312,1.02475,2.2395
"GNS",0.37625,0.7585,0.861375,0.2975,0.459375
"FAM105B",-0.0946,0.0349,0.0272,-0.2331,0.7996
"PELP1",-0.2875,-0.9165,-0.2595,-0.547166666666667,-0.0833333333333333
"MBOAT2",3.23435714285714,0.161214285714286,0.583785714285714,0.657785714285714,1.743
"MBOAT1",1.30475,1.1655,2.893,0.94625,-1.713
"MBOAT5",0.0778333333333333,0.541166666666667,-0.264333333333333,0.483,-0.273833333333333
"SPSB3",1.3109,0.6796,0.9606,0.00409999999999999,0.4412
"SPSB2",0.101,1.1165,0.49,-0.536,0.832
"SPSB1",0.839166666666667,0.541166666666667,-0.3945,0.334333333333333,1.455
"APBB3",0.11225,-0.7315,0.8475,-0.458,-0.94275
"HINT1",0.5556,-0.5636,-0.4915,-0.446,-0.8664
"LOC440258",-0.0895,-1.25233333333333,-0.4045,-1.2955,-1.636
"HINT3",0.6955,-0.005,-0.2755,-0.154,0.90925
"TMEM39A",-0.2744,0.646,0.2028,0.3693,0.045
"SDPR",-2.4125,0.69025,-2.775,1.94775,-1.123
"IL23A",-1.519,-2.50575,-1.149,-0.57,-1.90775
"DTX3",0.549916666666667,-0.0118333333333333,0.869916666666667,0.00499999999999999,-1.22883333333333
"CDC34",-0.26475,-0.271,-0.52,-0.759,0.08975
"NOB1",-1.85675,-1.056,-1.31325,-0.39825,-0.8145
"CDC37",-0.388,0.171166666666667,-0.480666666666667,-0.477,-0.772333333333333
"LRRC25",2.882,2.22575,1.998,1.832,2.9125
"ALAS1",0.5745,0.0705,-0.1144,-0.0616,-0.0404
"ALAS2",-3.94766666666667,-3.628,-2.9285,-3.57,-4.24716666666667
"OR2A2",0.112,0.3995,0.0235,0.469,0.8435
"S100A9",-0.404666666666667,-1.47466666666667,-1.59666666666667,3.54916666666667,3.59783333333333
"S100A8",-0.9057,-1.9518,-1.6357,3.0707,3.5716
"EIF1",-0.476833333333333,-0.569833333333333,0.8035,1.0495,-0.631666666666667
"BRWD2",-0.0751666666666667,0.865333333333333,-0.243333333333333,0.431,-0.183666666666667
"PTTG1",-1.3415,-2.2275,-2.74083333333333,-3.39366666666667,-1.87283333333333
"OR2T34",0.0875,0.164,0.3955,0.1575,0.3125
"BRWD1",0.424571428571429,0.4765,1.19785714285714,0.795214285714286,0.353571428571429
"S100A1",-0.857625,1.338625,-1.258625,0.46075,-0.041875
"SUPT7L",0.059,-0.65375,0.237375,-0.240375,-0.822875
"S100A3",-1.925,-0.907833333333333,-1.864,-0.861666666666667,-0.0788333333333333
"KIAA0513",0.0971666666666667,-0.103833333333333,1.242,0.0325,1.319
"LOC390243",0.0796666666666667,-0.335166666666667,-0.204,-0.346,0.0198333333333333
"FBXO31",-1.09566666666667,-0.165666666666667,-0.189,-0.436666666666667,-0.452666666666667
"LONRF3",-2.6325,-1.02925,-3.24075,-1.01375,-0.33225
"LONRF2",0.928666666666667,-0.796666666666667,0.995333333333333,1.43216666666667,-3.4745
"LONRF1",-1.20871428571429,-0.24,-2.36828571428571,-0.209,-1.30864285714286
"TCFL5",-0.817083333333333,-1.47125,-1.37258333333333,-1.0145,-0.208333333333333
"JARID2",-0.1205,-1.30275,-1.80525,-0.499,-0.26275
"PGK1",-1.49876470588235,-1.77476470588235,-0.811882352941176,-1.62423529411765,-0.221176470588235
"EIF5",0.645375,-0.0705,0.7921875,-0.236,-0.290625
"KIAA1609",-1.008875,0.144,-0.392125,0.024,1.356375
"ALDH3A1",-2.08883333333333,-2.07333333333333,-2.32816666666667,-0.974833333333333,-2.7636
"IRAK3",0.686833333333333,2.37016666666667,0.041,1.36916666666667,1.30833333333333
"KIAA1602",-0.2645,0.3055,-0.58975,0.067,0.23825
"CDCA7L",-2.679,-1.519,-1.468,-0.618,-1.3595
"KIAA1600",0.661,1.06483333333333,-0.488666666666667,0.762833333333333,0.354833333333333
"MGC16824",0.490875,-0.502,0.08225,-0.186,-0.2325
"FLJ21062",2.27333333333333,1.727,1.001,1.27933333333333,0.414833333333333
"APBA1",-0.00916666666666668,0.83,-0.134333333333333,1.76116666666667,0.1435
"APBA3",0.238,-0.0365,0.366,-0.1055,-0.1005
"APBA2",-2.7405,-1.97283333333333,-2.7015,-0.657,-1.63733333333333
"SPIN2A",-0.2125,0.277,0.9185,0.171,0.2905
"SPIN2B",-0.29625,0.26825,0.845,0.142,0.06275
"GJA7",-2.13725,-1.320625,-2.431375,-1.829375,-0.871857142857143
"PGLS",0.73925,0.47875,0.4245,0.129,0.33425
"CYP8B1",-0.723166666666667,-0.626333333333333,-1.23866666666667,-0.903166666666667,-0.629333333333333
"ATP11B",-1.7348125,-0.8941875,-1.4065,-0.00906249999999999,-0.0680625
"COL10A1",5.518,5.87325,0.82475,0.43275,5.5125
"UNKL",0.202,-0.225666666666667,0.09,-0.194666666666667,-1.33016666666667
"MORC1",-0.6615,-0.52,-0.0615,-0.5735,-0.454
"BTBD1",0.144,-0.77125,-0.22075,-0.00875,-0.05025
"MORC4",0.5415,1.932,0.549,1.045,1.4845
"OR5J2",0.71,0.377,0.5,-0.2825,0.2855
"GNE",-1.542,-2.02,-0.35725,-0.937,0.50525
"LOC56964",1.04,0.406,0.6215,0.0485,0.506
"PTPRZ1",-4.438625,-2.76157142857143,-4.59075,0.24875,-3.531875
"UPK3A",-0.6895,0.242666666666667,-0.931,-0.333,-0.413
"TXNL4A",0.21,-0.43925,0.319,-0.304625,-0.4285
"WRB",0.534,0.40125,0.888875,0.115125,0.170625
"TXNL4B",-1.6363,-0.9043,-1.4483,-0.9501,-1.406
"MEF2C",0.503,0.92125,-0.43925,0.854,0.78075
"MGC21675",-0.129833333333333,0.419833333333333,0.6265,-0.247,-0.225666666666667
"ANKRD15",-3.62266666666667,0.2835,-0.356833333333333,0.232666666666667,-0.0755
"CCNA2",-2.40966666666667,-2.39283333333333,-3.27566666666667,-3.4405,-1.38133333333333
"ZNF559",-0.309333333333333,0.0611666666666667,0.303166666666667,0.197833333333333,-0.711333333333333
"VPS24",0.738,1.3805,0.1718,1.234,0.8441
"CCNA1",-1.7165,-0.326666666666667,-2.9845,0.454833333333333,-0.958666666666667
"ATP13A1",0.00733333333333333,-0.594166666666667,0.220833333333333,-0.102666666666667,0.43
"VPS28",0.53725,0.61375,2.07,0.62425,0.19
"ATP13A2",0.5065,0.175833333333333,0.3485,0.2695,1.33183333333333
"ATP13A5",0.2475,0.433,0.944,3.2245,3.8585
"FAM60A",-2.07,-1.87458333333333,-1.001,-0.7475,-0.209166666666667
"WDR51A",0.0881666666666667,-0.716833333333333,-1.39466666666667,-1.64583333333333,-0.407333333333333
"TAS2R50",-0.165,-0.212,0.5225,-0.134,0.238
"RAI1",0.133375,-0.32175,-0.611125,0.06175,-0.11075
"RAI2",3.93616666666667,4.48733333333333,3.93916666666667,3.15883333333333,1.92383333333333
"TUBA8",0.507125,1.26075,0.668625,0.5815,2.497625
"LRRIQ1",0.358,-1.234,0.1655,0.692166666666667,-3.068
"PCDH21",-1.218,-0.176166666666667,-1.31233333333333,-0.609666666666667,0.571833333333333
"PCDH20",4.10225,3.57575,3.64825,1.75225,4.817
"SAR1B",1.217,0.66,0.67375,0.4315,0.41
"C1orf113",0.0518333333333333,-0.672333333333333,1.803,-0.228,0.474
"C1orf112",-0.392,-0.83875,-1.24525,-1.95475,-0.7945
"CBWD5",-0.154875,-0.171,-0.989625,-0.57875,-1.396125
"C1orf110",0.3215,0.3135,0.122,0.113,1.412
"C1orf116",-0.9945,4.560875,-1.7965,3.689875,4.361625
"CBWD1",0.486,0.6855,0.0425,0.733,0.2755
"C1orf114",-2.2565,-1.77833333333333,-2.374,-1.23566666666667,-2.38533333333333
"C1orf119",0.137833333333333,1.38266666666667,1.5705,0.654666666666667,0.372
"ADAT1",-0.3866,-1.0484,-0.0415,-0.8408,-0.2084
"IL2RB",0.246,1.42033333333333,0.093,1.48516666666667,2.24633333333333
"ADAT3",0.4875,0.866333333333333,0.2125,-0.128666666666667,0.791166666666667
"ADAT2",-3.00683333333333,-2.48633333333333,-2.25583333333333,-1.39066666666667,-1.87833333333333
"LGALS3BP",1.1855,-0.2859,1.7166,-0.1566,-0.3112
"TMEM16B",0.0695,-1.21166666666667,4.96266666666667,-0.5495,-1.0775
"MGC45491",-1.3328,-1.6474,-1.7439,-0.2743,-0.1703
"TTBK2",0.1295,-0.722625,-0.27525,-0.576625,-0.717714285714286
"WDR8",-0.132166666666667,-0.392333333333333,-0.1125,-0.701166666666667,-0.3685
"E2F7",-1.121,-2.75633333333333,-1.93133333333333,-2.983,-1.76066666666667
"E2F6",-0.294833333333333,-0.380722222222222,-0.0674444444444444,-0.410055555555556,-1.07161111111111
"E2F5",-1.5465,-0.67,1.0445,-0.264,-0.6545
"E2F4",-1.643,-1.4004,-1.4994,-1.1294,-0.8105
"E2F3",-0.9332,-0.6376,-1.2168,-0.5462,-0.2602
"E2F2",-1.03675,-1.35975,-1.286875,-1.17225,-0.94
"E2F1",-0.631,-2.2745,-1.284,-1.94525,-0.3505
"ZNFX1",0.8937,0.8198,1.5644,-0.2136,0.6162
"SCAF1",0.311,-0.194,0.473,0.181666666666667,0.289666666666667
"C6orf89",0.00622222222222224,0.540666666666667,0.758388888888889,0.265944444444444,0.0737222222222222
"E2F8",-1.55716666666667,-1.38433333333333,-1.22983333333333,-2.36433333333333,-1.32533333333333
"ACBD3",1.0925,1.0605,1.4556,0.5099,2.0963
"SFRS7",0.29825,-0.3535,0.167166666666667,-0.204083333333333,-0.4015
"PPP1R13B",1.34925,0.4515,1.22125,0.631,1.47475
"ACBD5",0.466375,0.258125,0.22225,0.28,-0.00849999999999999
"ACBD4",1.045875,0.04025,1.373375,-0.07825,-0.809875
"MON2",0.0152,-0.1206,0.5998,0.1874,-0.4589
"PPP1R13L",0.63325,1.63725,0.222,1.25825,1.6385
"DARS2",-1.0215,-1.39166666666667,-1.05866666666667,-1.67266666666667,-0.451
"PLIN",2.70316666666667,3.70383333333333,0.959,3.59516666666667,3.532
"EEF2",-0.2845,0.528333333333333,-0.306,0.1245,-0.822833333333333
"TUSC4",1.16866666666667,0.780166666666667,0.226166666666667,0.2155,-0.0738333333333333
"TUSC5",0.10875,0.197,0.14825,0.49625,0.71025
"BRI3BP",0.0321666666666667,-0.744916666666667,-0.120416666666667,-0.9575,-0.559583333333333
"TUSC1",1.758125,2.1475,2.726375,1.92675,1.67075
"TUSC2",0.908375,0.27875,0.126375,0.19425,-0.030375
